Transaction_ID,Date,Year,Month,Region,Province,Category,Item_Name,Channel,Quantity,Unit_Price_PHP,Target_Revenue_PHP,Actual_Revenue_PHP,Total_Cost_PHP,Net_Profit_PHP,Status,Satisfaction_Score
EXP-30892,2026-06-14,2026,Jun,CAR,Apayao,Fertilizers & Soil Health,Soil Conditioner Granules,LGU Co-op Procurement,2,626.46,1252.92,1252.92,969.79,283.13,Delivered,5
EXP-30893,2025-08-25,2025,Aug,CAR,Ifugao,Agricultural Machinery,Rice Transplanters,Direct DA Grant,1,162881.02,162881.02,162881.02,130318.07,32562.95,Completed,5
EXP-30894,2026-01-24,2026,Jan,CAR,Kalinga,High-Value Crops & Seeds,Fruit Tree Saplings Batch,Commercial Agri-Dealer,1,1638.97,1638.97,1557.02,1173.89,383.13,Pending Approval,3
EXP-30895,2025-12-23,2025,Dec,CAR,Benguet,High-Value Crops & Seeds,High-Yield Corn Seeds,Direct DA Grant,10,2130.35,21303.5,21303.5,14088.56,7214.94,Completed,4
EXP-30896,2025-12-03,2025,Dec,CAR,Kalinga,Agricultural Machinery,Power Tillers,Commercial Agri-Dealer,5,136525.67,682628.35,648496.93,431166.44,217330.49,In Transit,3
EXP-30897,2026-03-02,2026,Mar,CAR,Mountain Province,Fertilizers & Soil Health,Inorganic NPK Blend,Commercial Agri-Dealer,1,1970.86,1970.86,1872.32,1161.89,710.43,Delivered,5
EXP-30898,2025-08-09,2025,Aug,CAR,Apayao,Agricultural Machinery,Four-Wheel Tractors,Direct DA Grant,1,913326.93,913326.93,913326.93,652370.0,260956.93,Completed,4
EXP-30899,2026-06-02,2026,Jun,Region II,Apayao,Fertilizers & Soil Health,Inorganic NPK Blend,Direct DA Grant,1,2057.44,2057.44,1954.57,1223.51,731.06,Delivered,4
EXP-30900,2026-03-30,2026,Mar,Region II,Ifugao,High-Value Crops & Seeds,Certified Hybrid Rice Seeds,Farmer Association,2,2604.21,5208.42,5208.42,3286.36,1922.06,Completed,5
EXP-30901,2025-12-03,2025,Dec,Region III,Benguet,Agricultural Machinery,Solar Irrigation Systems,Direct DA Grant,20,257225.2,5144504.0,5144504.0,3553758.48,1590745.52,Completed,4
EXP-30902,2026-03-07,2026,Mar,CAR,Abra,High-Value Crops & Seeds,Certified Hybrid Rice Seeds,Direct DA Grant,10,1851.76,18517.6,18517.6,11577.04,6940.56,Completed,5
EXP-30903,2026-01-11,2026,Jan,Region I,Kalinga,High-Value Crops & Seeds,Certified Hybrid Rice Seeds,Direct DA Grant,20,2353.68,47073.6,42366.24,33482.62,8883.62,Delivered,5
EXP-30904,2025-06-27,2025,Jun,CAR,Kalinga,Fertilizers & Soil Health,Organic Fertilizer (50kg),LGU Co-op Procurement,1,730.25,730.25,693.74,537.28,156.46,Delivered,5
EXP-30905,2026-01-13,2026,Jan,CAR,Benguet,Fertilizers & Soil Health,Soil Conditioner Granules,Farmer Association,1,643.14,643.14,643.14,405.46,237.68,Delivered,4
EXP-30906,2026-06-14,2026,Jun,CAR,Ifugao,High-Value Crops & Seeds,Vegetable Seed Packs,Commercial Agri-Dealer,1,260.1,260.1,247.09,148.76,98.33,Delivered,5
EXP-30907,2025-10-25,2025,Oct,CAR,Ifugao,Fertilizers & Soil Health,Inorganic NPK Blend,LGU Co-op Procurement,1,1437.47,1437.47,1293.72,874.48,419.24,Delivered,5
EXP-30908,2025-07-23,2025,Jul,CAR,Abra,Agricultural Machinery,Four-Wheel Tractors,Direct DA Grant,2,848924.27,1697848.54,1528063.69,917487.67,610576.02,Delivered,5
EXP-30909,2026-06-04,2026,Jun,CAR,Apayao,High-Value Crops & Seeds,High-Yield Corn Seeds,Commercial Agri-Dealer,1,3310.86,3310.86,3310.86,2585.72,725.14,Delivered,5
EXP-30910,2025-07-29,2025,Jul,CAR,Abra,Fertilizers & Soil Health,Bio-Inoculant Strains,Direct DA Grant,2,315.7,631.4,631.4,504.69,126.71,Completed,5
EXP-30911,2025-04-15,2025,Apr,CAR,Apayao,Agricultural Machinery,Combine Harvesters,LGU Co-op Procurement,1,1233052.19,1233052.19,1233052.19,946811.16,286241.03,Delivered,3
EXP-30912,2025-09-18,2025,Sep,CAR,Abra,Fertilizers & Soil Health,Soil Conditioner Granules,LGU Co-op Procurement,3,665.85,1997.55,1697.92,1192.97,504.95,Completed,5
EXP-30913,2025-05-21,2025,May,CAR,Apayao,Post-Harvest Facilities,Hermetic Storage Cocoons,Commercial Agri-Dealer,3,22786.57,68359.71,68359.71,42267.11,26092.6,Completed,5
EXP-30914,2025-08-16,2025,Aug,CAR,Ifugao,High-Value Crops & Seeds,Certified Hybrid Rice Seeds,LGU Co-op Procurement,3,2777.16,8331.48,8331.48,5904.33,2427.15,Completed,4
EXP-30915,2025-02-25,2025,Feb,CAR,Abra,Agricultural Machinery,Solar Irrigation Systems,Direct DA Grant,50,306898.47,15344923.5,15344923.5,9257423.46,6087500.04,Delivered,4
EXP-30916,2025-02-20,2025,Feb,Region II,Abra,High-Value Crops & Seeds,High-Yield Corn Seeds,Commercial Agri-Dealer,3,2388.08,7164.24,7164.24,4939.73,2224.51,Completed,5
EXP-30917,2025-03-12,2025,Mar,CAR,Mountain Province,High-Value Crops & Seeds,Vegetable Seed Packs,Direct DA Grant,1,514.76,514.76,514.76,346.46,168.3,Completed,3
EXP-30918,2025-09-01,2025,Sep,CAR,Benguet,Post-Harvest Facilities,Hermetic Storage Cocoons,LGU Co-op Procurement,2,15150.77,30301.54,30301.54,24252.61,6048.93,Delivered,4
EXP-30919,2026-04-06,2026,Apr,CAR,Apayao,Fertilizers & Soil Health,Soil Conditioner Granules,LGU Co-op Procurement,3,760.57,2281.71,2281.71,1581.3,700.41,Under Review,5
EXP-30920,2025-05-21,2025,May,CAR,Apayao,Post-Harvest Facilities,Rice Mill Processing Line,LGU Co-op Procurement,2,1021368.1,2042736.2,2042736.2,1315679.79,727056.41,Delivered,5
EXP-30921,2026-06-24,2026,Jun,CAR,Abra,Post-Harvest Facilities,Multi-Crop Dryer Unit,Commercial Agri-Dealer,1,461555.33,461555.33,461555.33,333632.77,127922.56,In Transit,5
EXP-30922,2025-02-25,2025,Feb,Region I,Ifugao,Agricultural Machinery,Combine Harvesters,Farmer Association,1,1671540.13,1671540.13,1671540.13,1351480.51,320059.62,Completed,3
EXP-30923,2025-09-10,2025,Sep,CAR,Ifugao,High-Value Crops & Seeds,Vegetable Seed Packs,Direct DA Grant,2,300.52,601.04,510.88,400.4,110.48,Pending Approval,3
EXP-30924,2026-03-20,2026,Mar,CAR,Mountain Province,Fertilizers & Soil Health,Bio-Inoculant Strains,Direct DA Grant,2,654.12,1308.24,1308.24,1022.1,286.14,Completed,4
EXP-30925,2025-09-26,2025,Sep,CAR,Mountain Province,Agricultural Machinery,Power Tillers,Commercial Agri-Dealer,10,70783.83,707838.3,707838.3,513333.69,194504.61,Completed,4
EXP-30926,2026-01-11,2026,Jan,CAR,Apayao,Fertilizers & Soil Health,Inorganic NPK Blend,LGU Co-op Procurement,5,1895.55,9477.75,9003.86,7338.94,1664.92,In Transit,5
EXP-30927,2026-06-24,2026,Jun,CAR,Apayao,Fertilizers & Soil Health,Organic Fertilizer (50kg),LGU Co-op Procurement,1,669.87,669.87,669.87,451.56,218.31,Under Review,4
EXP-30928,2025-07-18,2025,Jul,CAR,Ifugao,Agricultural Machinery,Combine Harvesters,LGU Co-op Procurement,1,1589775.32,1589775.32,1510286.55,947451.2,562835.35,Under Review,3
EXP-30929,2026-02-20,2026,Feb,CAR,Apayao,Fertilizers & Soil Health,Bio-Inoculant Strains,LGU Co-op Procurement,5,315.04,1575.2,1575.2,1057.79,517.41,Completed,3
EXP-30930,2026-04-30,2026,Apr,CAR,Mountain Province,Agricultural Machinery,Solar Irrigation Systems,Commercial Agri-Dealer,10,312963.71,3129637.1,2973155.25,2394408.61,578746.64,Delivered,4
EXP-30931,2025-01-22,2025,Jan,CAR,Mountain Province,High-Value Crops & Seeds,Fruit Tree Saplings Batch,LGU Co-op Procurement,1,1632.82,1632.82,1551.18,1072.96,478.22,Completed,5
EXP-30932,2025-01-08,2025,Jan,CAR,Benguet,Fertilizers & Soil Health,Bio-Inoculant Strains,Farmer Association,1,631.24,631.24,568.12,452.46,115.66,Completed,1
EXP-30933,2025-08-08,2025,Aug,Region I,Ifugao,Agricultural Machinery,Power Tillers,LGU Co-op Procurement,2,83321.35,166642.7,166642.7,133785.8,32856.9,Delivered,5
EXP-30934,2025-10-29,2025,Oct,CAR,Benguet,Agricultural Machinery,Combine Harvesters,Direct DA Grant,2,1225447.14,2450894.28,2205804.85,1752892.03,452912.82,Completed,5
EXP-30935,2026-01-13,2026,Jan,CAR,Kalinga,Fertilizers & Soil Health,Soil Conditioner Granules,Commercial Agri-Dealer,10,1074.84,10748.4,10748.4,8169.95,2578.45,Completed,4
EXP-30936,2026-04-13,2026,Apr,CAR,Mountain Province,High-Value Crops & Seeds,High-Yield Corn Seeds,LGU Co-op Procurement,5,3599.71,17998.55,15298.77,9826.06,5472.71,Completed,5
EXP-30937,2025-09-20,2025,Sep,CAR,Mountain Province,Agricultural Machinery,Four-Wheel Tractors,LGU Co-op Procurement,1,1436176.82,1436176.82,1436176.82,1088878.16,347298.66,Delivered,5
EXP-30938,2026-04-10,2026,Apr,CAR,Abra,High-Value Crops & Seeds,Vegetable Seed Packs,Commercial Agri-Dealer,1,338.78,338.78,321.84,251.72,70.12,Delivered,5
EXP-30939,2025-04-26,2025,Apr,CAR,Ifugao,High-Value Crops & Seeds,Fruit Tree Saplings Batch,Commercial Agri-Dealer,1,2468.41,2468.41,2344.99,1521.83,823.16,Completed,5
EXP-30940,2025-08-10,2025,Aug,Region III,Benguet,High-Value Crops & Seeds,Vegetable Seed Packs,Farmer Association,1,593.76,593.76,564.07,431.14,132.93,Completed,5
EXP-30941,2025-12-29,2025,Dec,CAR,Apayao,Agricultural Machinery,Power Tillers,Direct DA Grant,5,71639.32,358196.6,358196.6,265822.04,92374.56,Completed,5
EXP-30942,2025-09-17,2025,Sep,CAR,Mountain Province,High-Value Crops & Seeds,Fruit Tree Saplings Batch,Direct DA Grant,2,1903.46,3806.92,3806.92,2310.83,1496.09,Completed,4
EXP-30943,2026-06-23,2026,Jun,CAR,Ifugao,Post-Harvest Facilities,Rice Mill Processing Line,Farmer Association,5,1221809.19,6109045.95,6109045.95,4042035.65,2067010.3,Completed,5
EXP-30944,2026-07-01,2026,Jul,CAR,Mountain Province,Post-Harvest Facilities,Multi-Crop Dryer Unit,Commercial Agri-Dealer,5,677682.07,3388410.35,3218989.83,2222854.21,996135.62,Delivered,5
EXP-30945,2025-01-08,2025,Jan,Region I,Benguet,Fertilizers & Soil Health,Inorganic NPK Blend,Commercial Agri-Dealer,1,1123.31,1123.31,1123.31,778.87,344.44,Completed,4
EXP-30946,2025-02-08,2025,Feb,CAR,Ifugao,Fertilizers & Soil Health,Organic Fertilizer (50kg),Direct DA Grant,2,569.18,1138.36,1138.36,895.67,242.69,Completed,5
EXP-30947,2025-03-06,2025,Mar,CAR,Benguet,Agricultural Machinery,Solar Irrigation Systems,LGU Co-op Procurement,10,329415.27,3294152.7,3129445.06,2402737.12,726707.94,Completed,5
EXP-30948,2026-01-07,2026,Jan,CAR,Kalinga,Post-Harvest Facilities,Rice Mill Processing Line,Commercial Agri-Dealer,1,1001648.44,1001648.44,951566.02,605941.15,345624.87,In Transit,4
EXP-30949,2025-09-20,2025,Sep,Region II,Kalinga,Fertilizers & Soil Health,Organic Fertilizer (50kg),LGU Co-op Procurement,3,839.42,2518.26,2518.26,1603.1,915.16,Delivered,2
EXP-30950,2025-01-02,2025,Jan,CAR,Benguet,High-Value Crops & Seeds,Vegetable Seed Packs,Commercial Agri-Dealer,2,583.98,1167.96,1167.96,799.14,368.82,Delivered,4
EXP-30951,2025-03-24,2025,Mar,CAR,Ifugao,Fertilizers & Soil Health,Soil Conditioner Granules,Commercial Agri-Dealer,1,1081.99,1081.99,1081.99,700.14,381.85,Completed,2
EXP-30952,2026-04-13,2026,Apr,CAR,Kalinga,High-Value Crops & Seeds,Vegetable Seed Packs,LGU Co-op Procurement,1,791.29,791.29,751.73,492.86,258.87,Under Review,5
EXP-30953,2025-11-08,2025,Nov,CAR,Abra,Post-Harvest Facilities,Cold Storage Module,Commercial Agri-Dealer,1,2772091.5,2772091.5,2633486.92,1974125.35,659361.57,In Transit,5
EXP-30954,2025-04-15,2025,Apr,CAR,Kalinga,Agricultural Machinery,Solar Irrigation Systems,Farmer Association,1,407967.85,407967.85,407967.85,332672.33,75295.52,Completed,4
EXP-30955,2026-02-09,2026,Feb,CAR,Abra,Fertilizers & Soil Health,Soil Conditioner Granules,Farmer Association,50,909.49,45474.5,45474.5,34776.26,10698.24,Completed,5
EXP-30956,2025-11-06,2025,Nov,CAR,Ifugao,Agricultural Machinery,Combine Harvesters,Farmer Association,3,1516596.35,4549789.05,4549789.05,3709075.78,840713.27,Completed,4
EXP-30957,2026-05-26,2026,May,CAR,Kalinga,Agricultural Machinery,Rice Transplanters,Farmer Association,3,201716.84,605150.52,544635.47,355021.27,189614.2,Completed,3
EXP-30958,2026-07-14,2026,Jul,CAR,Kalinga,Agricultural Machinery,Combine Harvesters,Direct DA Grant,2,1627106.56,3254213.12,3254213.12,2518229.23,735983.89,Completed,5
EXP-30959,2025-12-24,2025,Dec,CAR,Mountain Province,Agricultural Machinery,Rice Transplanters,Direct DA Grant,1,232813.57,232813.57,232813.57,184374.94,48438.63,Completed,4
EXP-30960,2025-04-21,2025,Apr,CAR,Mountain Province,Agricultural Machinery,Four-Wheel Tractors,Direct DA Grant,2,975039.73,1950079.46,1950079.46,1538493.86,411585.6,Completed,4
EXP-30961,2026-05-12,2026,May,CAR,Abra,Fertilizers & Soil Health,Soil Conditioner Granules,Commercial Agri-Dealer,1,659.0,659.0,659.0,472.44,186.56,Delivered,5
EXP-30962,2026-06-21,2026,Jun,CAR,Benguet,Agricultural Machinery,Rice Transplanters,Farmer Association,1,303879.16,303879.16,288685.2,211281.26,77403.94,Completed,5
EXP-30963,2026-01-29,2026,Jan,CAR,Mountain Province,High-Value Crops & Seeds,High-Yield Corn Seeds,Commercial Agri-Dealer,5,2476.57,12382.85,12382.85,10073.84,2309.01,Completed,4
EXP-30964,2025-04-09,2025,Apr,CAR,Apayao,Agricultural Machinery,Power Tillers,Direct DA Grant,3,79440.15,238320.45,238320.45,187825.0,50495.45,Completed,5
EXP-30965,2026-01-03,2026,Jan,CAR,Kalinga,Agricultural Machinery,Power Tillers,Farmer Association,2,84763.36,169526.72,169526.72,120257.32,49269.4,Under Review,4
EXP-30966,2025-06-18,2025,Jun,CAR,Benguet,Fertilizers & Soil Health,Soil Conditioner Granules,LGU Co-op Procurement,2,851.85,1703.7,1703.7,1126.69,577.01,Completed,4
EXP-30967,2025-02-12,2025,Feb,CAR,Ifugao,High-Value Crops & Seeds,Vegetable Seed Packs,Farmer Association,2,725.75,1451.5,1233.77,759.92,473.85,Completed,5
EXP-30968,2025-01-23,2025,Jan,CAR,Kalinga,Fertilizers & Soil Health,Bio-Inoculant Strains,LGU Co-op Procurement,1,541.33,541.33,541.33,413.61,127.72,Completed,4
EXP-30969,2026-06-01,2026,Jun,CAR,Mountain Province,Agricultural Machinery,Combine Harvesters,Commercial Agri-Dealer,2,1282927.15,2565854.3,2565854.3,2052005.88,513848.42,Completed,5
EXP-30970,2025-08-18,2025,Aug,CAR,Mountain Province,High-Value Crops & Seeds,High-Yield Corn Seeds,Direct DA Grant,1,3745.71,3745.71,3558.42,2443.7,1114.72,Completed,4
EXP-30971,2025-04-19,2025,Apr,CAR,Abra,Post-Harvest Facilities,Cold Storage Module,Commercial Agri-Dealer,2,2665954.55,5331909.1,5331909.1,3633538.43,1698370.67,Completed,5
EXP-30972,2025-03-14,2025,Mar,CAR,Apayao,Agricultural Machinery,Combine Harvesters,LGU Co-op Procurement,2,1568882.52,3137765.04,3137765.04,2433867.42,703897.62,In Transit,4
EXP-30973,2025-12-05,2025,Dec,CAR,Abra,Agricultural Machinery,Combine Harvesters,Commercial Agri-Dealer,1,2110346.35,2110346.35,2110346.35,1711246.88,399099.47,Completed,5
EXP-30974,2025-03-10,2025,Mar,CAR,Apayao,Agricultural Machinery,Combine Harvesters,Farmer Association,5,1303730.16,6518650.8,6192718.26,4442613.49,1750104.77,Delivered,4
EXP-30975,2025-01-03,2025,Jan,Region II,Mountain Province,High-Value Crops & Seeds,Vegetable Seed Packs,LGU Co-op Procurement,3,530.22,1590.66,1590.66,1164.85,425.81,Delivered,5
EXP-30976,2025-03-01,2025,Mar,CAR,Abra,High-Value Crops & Seeds,Certified Hybrid Rice Seeds,Commercial Agri-Dealer,2,2270.1,4540.2,4313.19,2847.44,1465.75,Delivered,4
EXP-30977,2025-08-13,2025,Aug,CAR,Mountain Province,Fertilizers & Soil Health,Soil Conditioner Granules,Farmer Association,5,890.46,4452.3,4452.3,3593.35,858.95,Completed,5
EXP-30978,2026-04-11,2026,Apr,CAR,Mountain Province,Post-Harvest Facilities,Cold Storage Module,LGU Co-op Procurement,5,1327812.2,6639061.0,6639061.0,5076539.39,1562521.61,Completed,4
EXP-30979,2026-03-20,2026,Mar,CAR,Benguet,Fertilizers & Soil Health,Organic Fertilizer (50kg),Farmer Association,2,440.64,881.28,881.28,549.04,332.24,Completed,5
EXP-30980,2025-09-12,2025,Sep,CAR,Benguet,Post-Harvest Facilities,Hermetic Storage Cocoons,Commercial Agri-Dealer,1,29837.69,29837.69,29837.69,21470.92,8366.77,Delivered,5
EXP-30981,2026-05-18,2026,May,CAR,Apayao,Agricultural Machinery,Rice Transplanters,LGU Co-op Procurement,2,154004.71,308009.42,308009.42,185404.12,122605.3,Completed,4
EXP-30982,2026-01-28,2026,Jan,CAR,Mountain Province,Fertilizers & Soil Health,Organic Fertilizer (50kg),Farmer Association,2,817.83,1635.66,1553.88,1221.34,332.54,Under Review,3
EXP-30983,2025-02-15,2025,Feb,CAR,Abra,Post-Harvest Facilities,Cold Storage Module,Direct DA Grant,2,2682703.72,5365407.44,4560596.32,3210212.01,1350384.31,Completed,5
EXP-30984,2026-07-04,2026,Jul,CAR,Benguet,Agricultural Machinery,Solar Irrigation Systems,LGU Co-op Procurement,2,469046.33,938092.66,938092.66,740286.75,197805.91,Delivered,5
EXP-30985,2026-07-02,2026,Jul,CAR,Apayao,Fertilizers & Soil Health,Inorganic NPK Blend,Commercial Agri-Dealer,3,1329.22,3987.66,3588.89,2472.12,1116.77,In Transit,4
EXP-30986,2026-02-17,2026,Feb,CAR,Ifugao,Post-Harvest Facilities,Hermetic Storage Cocoons,Farmer Association,1,19201.94,19201.94,19201.94,13681.1,5520.84,Under Review,5
EXP-30987,2025-03-19,2025,Mar,CAR,Ifugao,Agricultural Machinery,Solar Irrigation Systems,LGU Co-op Procurement,3,586802.04,1760406.12,1672385.81,1196666.44,475719.37,Delivered,5
EXP-30988,2025-01-16,2025,Jan,CAR,Ifugao,Fertilizers & Soil Health,Soil Conditioner Granules,Direct DA Grant,3,1093.3,3279.9,2951.91,2236.95,714.96,Completed,5
EXP-30989,2026-03-17,2026,Mar,CAR,Benguet,Post-Harvest Facilities,Rice Mill Processing Line,LGU Co-op Procurement,3,1126252.35,3378757.05,3378757.05,2368297.62,1010459.43,Completed,5
EXP-30990,2025-09-06,2025,Sep,CAR,Kalinga,Fertilizers & Soil Health,Organic Fertilizer (50kg),LGU Co-op Procurement,1,670.01,670.01,670.01,442.49,227.52,Delivered,4
EXP-30991,2026-06-23,2026,Jun,CAR,Benguet,Agricultural Machinery,Rice Transplanters,Direct DA Grant,3,199058.02,597174.06,597174.06,477712.52,119461.54,Completed,5
EXP-30992,2025-04-02,2025,Apr,CAR,Kalinga,Post-Harvest Facilities,Rice Mill Processing Line,LGU Co-op Procurement,20,1389111.58,27782231.6,27782231.6,16760219.48,11022012.12,Under Review,5
EXP-30993,2025-03-03,2025,Mar,CAR,Apayao,Agricultural Machinery,Power Tillers,Farmer Association,1,123894.99,123894.99,117700.24,72389.96,45310.28,In Transit,4
EXP-30994,2026-02-16,2026,Feb,CAR,Mountain Province,Agricultural Machinery,Solar Irrigation Systems,Commercial Agri-Dealer,2,314528.88,629057.76,629057.76,513342.47,115715.29,Completed,4
EXP-30995,2026-05-03,2026,May,CAR,Mountain Province,High-Value Crops & Seeds,Vegetable Seed Packs,Direct DA Grant,10,407.97,4079.7,3875.71,3154.65,721.06,Completed,5
EXP-30996,2025-03-23,2025,Mar,CAR,Kalinga,High-Value Crops & Seeds,Certified Hybrid Rice Seeds,Farmer Association,50,1661.28,83064.0,83064.0,65394.35,17669.65,Completed,1
EXP-30997,2025-05-24,2025,May,CAR,Benguet,Post-Harvest Facilities,Rice Mill Processing Line,Direct DA Grant,3,988050.63,2964151.89,2667736.7,1883583.71,784152.99,Completed,4
EXP-30998,2025-11-08,2025,Nov,CAR,Mountain Province,Fertilizers & Soil Health,Bio-Inoculant Strains,LGU Co-op Procurement,5,308.31,1541.55,1541.55,1099.76,441.79,Completed,4
EXP-30999,2026-03-25,2026,Mar,CAR,Kalinga,High-Value Crops & Seeds,High-Yield Corn Seeds,Farmer Association,3,2165.3,6495.9,6495.9,4912.05,1583.85,Delivered,5
EXP-31000,2026-01-15,2026,Jan,CAR,Mountain Province,High-Value Crops & Seeds,Certified Hybrid Rice Seeds,Commercial Agri-Dealer,10,1699.92,16999.2,16999.2,13937.98,3061.22,Completed,5
EXP-31001,2025-05-23,2025,May,CAR,Benguet,High-Value Crops & Seeds,Fruit Tree Saplings Batch,Commercial Agri-Dealer,1,2150.08,2150.08,1827.57,1298.54,529.03,Delivered,5
EXP-31002,2025-03-14,2025,Mar,CAR,Benguet,Agricultural Machinery,Power Tillers,LGU Co-op Procurement,2,129023.08,258046.16,258046.16,176221.87,81824.29,Completed,5
EXP-31003,2025-11-12,2025,Nov,Region II,Apayao,High-Value Crops & Seeds,Certified Hybrid Rice Seeds,Farmer Association,2,2596.15,5192.3,5192.3,4197.34,994.96,Completed,5
EXP-31004,2025-11-04,2025,Nov,CAR,Benguet,High-Value Crops & Seeds,High-Yield Corn Seeds,Direct DA Grant,1,2512.76,2512.76,2512.76,2032.19,480.57,Completed,5
EXP-31005,2026-05-31,2026,May,CAR,Abra,Agricultural Machinery,Solar Irrigation Systems,Direct DA Grant,5,287364.72,1436823.6,1364982.42,971300.83,393681.59,Completed,2
EXP-31006,2025-05-07,2025,May,CAR,Mountain Province,Agricultural Machinery,Combine Harvesters,Commercial Agri-Dealer,2,2161666.77,4323333.54,4107166.86,2503845.92,1603320.94,Completed,3
EXP-31007,2025-05-09,2025,May,CAR,Apayao,High-Value Crops & Seeds,Certified Hybrid Rice Seeds,Commercial Agri-Dealer,1,1995.68,1995.68,1796.11,1309.78,486.33,Completed,5
EXP-31008,2025-10-24,2025,Oct,CAR,Ifugao,Post-Harvest Facilities,Hermetic Storage Cocoons,Farmer Association,1,38807.74,38807.74,38807.74,29335.56,9472.18,Completed,5
EXP-31009,2025-07-23,2025,Jul,CAR,Mountain Province,Agricultural Machinery,Four-Wheel Tractors,LGU Co-op Procurement,5,1102713.15,5513565.75,5513565.75,3556868.09,1956697.66,Completed,4
EXP-31010,2025-05-15,2025,May,CAR,Mountain Province,Agricultural Machinery,Rice Transplanters,Commercial Agri-Dealer,1,297917.3,297917.3,283021.43,195036.43,87985.0,Completed,4
EXP-31011,2025-10-21,2025,Oct,CAR,Kalinga,High-Value Crops & Seeds,Fruit Tree Saplings Batch,Direct DA Grant,3,1808.08,5424.24,5153.03,3357.6,1795.43,Completed,4
EXP-31012,2025-09-03,2025,Sep,CAR,Abra,Fertilizers & Soil Health,Soil Conditioner Granules,Commercial Agri-Dealer,1,607.02,607.02,607.02,381.29,225.73,Completed,4
EXP-31013,2025-09-17,2025,Sep,CAR,Benguet,High-Value Crops & Seeds,Certified Hybrid Rice Seeds,Farmer Association,2,1772.64,3545.28,3190.75,2022.28,1168.47,Completed,3
EXP-31014,2026-04-11,2026,Apr,CAR,Apayao,High-Value Crops & Seeds,Fruit Tree Saplings Batch,LGU Co-op Procurement,2,980.86,1961.72,1863.63,1230.89,632.74,Completed,5
EXP-31015,2025-06-26,2025,Jun,CAR,Benguet,Agricultural Machinery,Rice Transplanters,Commercial Agri-Dealer,1,311002.26,311002.26,311002.26,188792.05,122210.21,Completed,2
EXP-31016,2025-09-15,2025,Sep,CAR,Abra,Post-Harvest Facilities,Rice Mill Processing Line,LGU Co-op Procurement,2,1665393.97,3330787.94,3330787.94,2176391.23,1154396.71,Under Review,3
EXP-31017,2025-01-11,2025,Jan,CAR,Abra,Agricultural Machinery,Combine Harvesters,Direct DA Grant,50,2105876.42,105293821.0,105293821.0,69211977.91,36081843.09,In Transit,3
EXP-31018,2026-07-08,2026,Jul,CAR,Benguet,Fertilizers & Soil Health,Soil Conditioner Granules,Farmer Association,1,962.7,962.7,914.57,729.23,185.34,Completed,3
EXP-31019,2026-06-24,2026,Jun,CAR,Apayao,Agricultural Machinery,Four-Wheel Tractors,Farmer Association,1,1462594.69,1462594.69,1389464.96,1059929.54,329535.42,Completed,4
EXP-31020,2026-02-24,2026,Feb,Region I,Ifugao,High-Value Crops & Seeds,Certified Hybrid Rice Seeds,Direct DA Grant,1,2453.9,2453.9,2453.9,1844.78,609.12,Completed,4
EXP-31021,2025-01-08,2025,Jan,CAR,Kalinga,High-Value Crops & Seeds,Fruit Tree Saplings Batch,LGU Co-op Procurement,5,1813.86,9069.3,8615.83,6596.69,2019.14,Completed,3
EXP-31022,2025-12-03,2025,Dec,CAR,Mountain Province,Fertilizers & Soil Health,Bio-Inoculant Strains,Direct DA Grant,2,400.06,800.12,800.12,633.16,166.96,Completed,5
EXP-31023,2025-06-27,2025,Jun,Region II,Apayao,Fertilizers & Soil Health,Bio-Inoculant Strains,LGU Co-op Procurement,10,693.74,6937.4,6590.53,5304.58,1285.95,Completed,4
EXP-31024,2025-04-23,2025,Apr,CAR,Benguet,Fertilizers & Soil Health,Organic Fertilizer (50kg),Direct DA Grant,5,415.29,2076.45,2076.45,1288.56,787.89,Completed,5
EXP-31025,2025-01-12,2025,Jan,CAR,Mountain Province,High-Value Crops & Seeds,Fruit Tree Saplings Batch,Farmer Association,2,1254.46,2508.92,2508.92,1543.43,965.49,Completed,5
EXP-31026,2025-04-15,2025,Apr,CAR,Abra,Fertilizers & Soil Health,Organic Fertilizer (50kg),Farmer Association,2,540.03,1080.06,1026.06,653.65,372.41,Delivered,4
EXP-31027,2026-01-17,2026,Jan,CAR,Ifugao,Fertilizers & Soil Health,Bio-Inoculant Strains,LGU Co-op Procurement,1,413.65,413.65,413.65,271.09,142.56,Completed,4
EXP-31028,2026-05-13,2026,May,CAR,Ifugao,Agricultural Machinery,Power Tillers,LGU Co-op Procurement,1,84064.49,84064.49,84064.49,57048.08,27016.41,Completed,4
EXP-31029,2025-10-17,2025,Oct,CAR,Mountain Province,Fertilizers & Soil Health,Organic Fertilizer (50kg),Direct DA Grant,1,734.48,734.48,734.48,465.88,268.6,Delivered,5
EXP-31030,2026-05-03,2026,May,CAR,Kalinga,High-Value Crops & Seeds,Vegetable Seed Packs,Commercial Agri-Dealer,2,497.71,995.42,846.11,655.57,190.54,Completed,5
EXP-31031,2026-05-15,2026,May,CAR,Mountain Province,Fertilizers & Soil Health,Organic Fertilizer (50kg),Commercial Agri-Dealer,50,729.11,36455.5,36455.5,28890.9,7564.6,Delivered,5
EXP-31032,2026-01-22,2026,Jan,CAR,Kalinga,Agricultural Machinery,Rice Transplanters,Farmer Association,2,281155.46,562310.92,562310.92,341146.97,221163.95,In Transit,3
